Country,Subject Descriptor,Units,Scale,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
Antigua and Barbuda,General government total expenditure,Percent of GDP,,22.14,22.892,26.51,29.029,26.87,24.476,24.105,29.327,27.015,26.418,36.33,22.49,23.769,20.877,22.999,22.544,26.262,24.186,22.501,23.471,24.399,22.997,23.14,23.333,23.577,23.889,2017
Antigua and Barbuda,General government net lending/borrowing,Percent of GDP,,-3.355,-4.887,-9.401,-9.734,-8.113,-4.354,-4.806,-7.464,-5.647,-5.368,-17.895,-0.276,-3.484,-1.098,-4.255,-2.812,-2.557,-0.143,-1.45,-3.54,-4.325,-4.112,-4.611,-5.088,-6.356,-6.736,2017
Antigua and Barbuda,General government primary net lending/borrowing,Percent of GDP,,-1.106,0.024,-5.93,-5.816,-3.279,-0.048,-1.295,-3.766,-2.514,-2.598,-10.814,1.8,-1.432,1.188,-1.662,-0.175,-0.086,2.349,1.168,-0.742,-1.381,-0.995,-1.257,-1.497,-2.477,-2.502,2017
Antigua and Barbuda,General government gross debt,Percent of GDP,,104.603,104.653,117.914,126.264,125.187,120.147,92.684,89.151,77.864,76.081,100.967,89.448,91.449,86.666,94.869,102.457,98.634,85.951,87.665,88.121,88.348,89.055,90.415,92.487,95.724,99.18,2017
Antigua and Barbuda,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,2.069,2.241,2.162,2.199,2.31,2.483,2.76,3.124,3.541,3.695,3.305,3.112,3.084,3.271,3.221,3.444,3.67,3.955,4.094,4.391,4.635,4.884,5.106,5.313,5.527,5.751,2017
Antigua and Barbuda,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,--,0.071,-0.032,-0.105,-0.077,-0.06,-0.067,-0.073,-0.074,-0.077,-0.08,2016
Antigua and Barbuda,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.038,5.246,-2.213,-6.9,-4.747,-3.496,-3.71,-3.873,-3.757,-3.775,-3.768,2016
Argentina,"Gross domestic product, constant prices",Percent change,,-3.385,-0.789,-4.409,-10.894,8.955,8.911,8.852,8.047,9.008,4.057,-5.919,10.125,6.004,-1.026,2.405,-2.513,2.731,-2.08,2.669,-2.515,-1.201,2.164,3.217,3.402,3.649,3.562,2018
Argentina,"Gross domestic product, deflator",Index,,63.599,64.275,63.588,82.655,91.469,100,110.318,125.476,144.222,177.64,204.957,247.824,306.567,374.977,464.78,652.007,825.311,1164.673,1467.576,2060.066,2887.937,3567.006,4222.585,4761.458,5155.32,5420.632,2018
Argentina,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,15290.224,15010.685,14205.101,12536.259,13531.213,14599.634,15741.187,16842.733,18179.904,18732.245,17452.84,18911.823,19817.451,19392.31,19637.756,18935.003,19243.58,18645.092,18933.296,18255.34,17838.798,18025.485,18401.821,18819.746,19293.163,19761.86,2017
Argentina,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.926,0.877,0.818,0.709,0.742,0.768,0.797,0.818,0.846,0.855,0.808,0.845,0.86,0.825,0.818,0.77,0.766,0.726,0.719,0.677,0.648,0.639,0.637,0.636,0.636,0.636,2018
Argentina,Total investment,Percent of GDP,,16.029,15.797,14.046,10.306,13.284,17.551,18.888,18.68,20.099,19.573,16.053,17.706,18.398,16.502,17.306,17.263,17.071,19.053,18.757,20.774,16.969,15.074,15.192,15.121,14.938,14.547,2018
Argentina,Gross national savings,Percent of GDP,,12.098,12.833,12.692,18.235,19.054,19.35,21.362,21.471,22.199,21.065,18.22,17.323,17.386,16.133,15.159,15.634,14.328,16.34,13.843,15.42,14.993,12.587,12.671,12.638,12.466,12.058,2018
Argentina,"Inflation, average consumer prices",Index,,26.401,26.153,25.875,32.568,36.946,38.577,42.297,46.907,51.049,55.431,58.907,65.069,71.43,78.603,86.95,n/a,n/a,168.27,211.473,283.959,408.024,502.727,595.384,671.326,726.647,768.605,2018
Argentina,"Inflation, average consumer prices",Percent change,,-1.167,-0.939,-1.065,25.869,13.443,4.416,9.642,10.898,8.83,8.585,6.27,10.461,9.775,10.043,10.619,n/a,n/a,n/a,25.675,34.277,43.691,23.21,18.431,12.755,8.241,5.774,2018
Argentina,Volume of imports of goods and services,Percent change,,-15.955,-2.407,-16.629,-53.553,48.933,51.165,18.375,12.966,22.202,14.597,-23.858,39.414,21.578,-5.952,3.548,-10.842,2.644,3.568,14.224,-6.14,-8.877,9.393,7.675,9.455,9.505,7.789,2018
Argentina,Volume of Imports of goods,Percent change,,-15.919,-2.423,-17.167,-53.202,49.778,50.389,18.463,12.825,22.306,14.166,-23.579,39.714,21.38,-6.194,3.682,-11.226,3.176,3.37,14.554,-6.877,-8.252,9.319,7.816,9.36,9.54,7.773,2018
Argentina,Volume of exports of goods and services,Percent change,,-2.148,1.867,6.132,0.238,5.016,0.003,11.55,4.559,5.96,-0.951,-10.783,13.702,2.292,-5.837,-3.688,-7.786,-1.633,6.807,-0.154,-2.1,10.226,3.559,6.036,5.574,7.058,5.791,2018
Argentina,Volume of exports of goods,Percent change,,-2.228,1.897,6.236,0.035,5.168,-0.078,11.555,4.501,6.026,-1.03,-10.748,14.073,2.125,-6.01,-3.472,-7.735,-1.626,6.545,-0.12,-2.352,10.595,3.588,6.037,5.576,7.06,5.794,2018
Argentina,Unemployment rate,Percent of total labor force,,16.061,17.134,19.209,22.45,17.25,13.625,11.575,10.175,8.475,7.875,8.675,7.75,7.15,7.2,7.075,7.25,6.533,8.467,8.35,9.2,9.943,9.892,9.67,9.41,9.081,8.783,2018
Argentina,Population,Persons,Millions,36.399,36.784,37.156,37.516,37.87,38.226,38.592,38.971,39.356,39.746,40.134,40.788,41.261,41.733,42.203,42.67,43.132,43.59,44.072,44.56,45.052,45.551,46.054,46.564,47.078,47.599,2017
Argentina,General government revenue,Percent of GDP,,22.426,22.679,21.795,20.479,23.894,26.578,27.613,27.961,29.437,30.995,31.923,31.916,32.156,33.803,34.349,34.601,35.366,34.867,34.478,33.844,34.789,35.315,34.861,34.822,34.356,34.435,2018
Argentina,General government total expenditure,Percent of GDP,,26.243,26.005,27.219,22.601,22.721,23.029,24.425,26.616,29.545,30.762,34.524,33.357,34.901,36.821,37.602,38.852,41.366,41.458,41.174,38.997,37.475,36.779,36.269,35.942,35.286,34.982,2018
Argentina,General government net lending/borrowing,Percent of GDP,,-3.817,-3.326,-5.424,-2.123,1.173,3.549,3.188,1.344,-0.108,0.233,-2.601,-1.442,-2.745,-3.017,-3.253,-4.251,-6,-6.591,-6.696,-5.154,-2.687,-1.464,-1.408,-1.121,-0.931,-0.547,2018
Argentina,General government primary net lending/borrowing,Percent of GDP,,-0.678,0.411,-1.189,0.096,2.954,4.802,4.999,2.98,1.684,1.745,-1.259,-0.587,-1.587,-1.695,-2.639,-3.499,-4.417,-4.698,-4.227,-2.168,0.037,1.101,1.16,1.275,1.281,1.582,2018
Argentina,General government gross debt,Percent of GDP,,40.097,42.06,49.435,152.248,129.114,117.878,80.282,70.793,62.133,53.814,55.397,43.454,38.935,40.436,43.496,44.697,52.563,53.06,57.111,86.289,75.901,69.041,65.145,62.794,60.675,59.516,2018
Argentina,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,307.673,308.491,291.738,337.905,407.425,485.115,582.538,715.904,896.98,1149.646,1247.929,1661.721,2179.024,2637.914,3348.308,4579.086,5954.511,8228.16,10644.779,14566.559,20175.071,25458.249,31106.619,36269.64,40702.818,44321.971,2018
Argentina,Current account balance,U.S. dollars,Billions,-12.094,-9.144,-3.952,8.621,7.972,2.966,4.929,6.499,6.046,5.424,7.251,-1.623,-5.341,-2.139,-13.125,-9.18,-17.622,-15.105,-31.598,-27.74,-9.438,-12.819,-14.135,-15.008,-16.04,-16.75,2018
Argentina,Current account balance,Percent of GDP,,-3.931,-2.964,-1.355,7.929,5.771,1.798,2.473,2.791,2.1,1.492,2.167,-0.382,-1.012,-0.369,-2.146,-1.629,-2.743,-2.713,-4.915,-5.354,-1.976,-2.487,-2.52,-2.483,-2.472,-2.488,2018
Armenia,"Gross domestic product, constant prices",Percent change,,3.17,5.853,9.468,14.807,14.052,10.473,14.113,13.198,13.749,6.948,-14.15,2.2,4.7,7.134,3.3,3.606,3.254,0.261,7.479,5.028,4.556,4.5,4.5,4.5,4.5,4.5,2017
Armenia,"Gross domestic product, deflator",Index,,84.209,83.089,86.54,87.341,91.315,97.073,100,104.62,109.048,115.528,118.482,127.687,133.154,140.358,145.084,148.426,150.149,150.461,153.849,160.016,165.637,171.931,177.397,183.29,189.509,196.007,2017
Armenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,2700.767,2868.115,3160.19,3640.015,4165.172,4616.563,5303.119,6023.035,6874.067,7376.325,6353.904,6501.674,6803.483,7283.92,7499.04,7755.846,7994.229,8014.463,8613.141,9045.501,9456.875,9881.643,10325.491,10789.275,11273.891,11780.273,2015
Armenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.014,0.014,0.015,0.017,0.018,0.019,0.021,0.023,0.024,0.025,0.022,0.021,0.021,0.022,0.022,0.022,0.022,0.021,0.022,0.023,0.023,0.023,0.023,0.023,0.024,0.024,2017
Armenia,Total investment,Percent of GDP,,20.769,18.232,15.844,18.159,24.392,22.919,28.371,33.55,38.161,43.809,33.822,25.969,26.72,20.19,19.201,20.825,21.161,19.727,20.662,21.608,23.208,23.711,23.699,24.071,24.276,24.366,2017
Armenia,Gross national savings,Percent of GDP,,3.833,2.451,5.404,11.938,18.211,20.714,25.843,31.155,30.804,29.585,17.338,15.797,16.56,12.798,13.422,13.244,18.364,16.614,17.815,15.448,18.608,19.411,19.399,19.771,19.767,19.915,2017
Armenia,"Inflation, average consumer prices",Index,,148.008,146.837,151.457,154.167,161.171,170.725,171.95,177.853,185.951,202.72,209.903,225.171,242.403,248.56,262.946,270.783,280.885,276.935,279.474,286.522,292.605,301.379,310.96,321.29,332.191,343.581,2018
Armenia,"Inflation, average consumer prices",Percent change,,0.648,-0.791,3.146,1.79,4.543,5.928,0.717,3.433,4.553,9.018,3.544,7.274,7.653,2.54,5.788,2.981,3.731,-1.406,0.917,2.522,2.123,2.999,3.179,3.322,3.393,3.429,2018
Armenia,Volume of imports of goods and services,Percent change,,-10.206,3.695,15.581,10.928,19.345,4.669,17.67,9.622,34.974,19.858,-15.942,4.444,-2.263,5.263,10.34,2.759,-10.513,8.26,22.176,7,2.622,2.386,3.908,4.515,5.093,4.51,2018
Armenia,Volume of Imports of goods,Percent change,,-12.687,4.73,6.154,14.23,22.553,-2.623,22.053,10.154,36.435,22.998,-20.729,2.976,-2.141,3.339,9.214,0.456,-16.789,6.844,28.291,9.128,0.516,2.482,4.832,4.755,4.906,4.683,2018
Armenia,Volume of exports of goods and services,Percent change,,4.488,8.596,28.887,30.189,18.572,-0.773,15.559,3.35,8.197,-15.322,-4.671,29.615,5.761,7.589,9.539,8.217,16.28,19.944,13.766,-0.902,8.64,4.622,4.088,4.206,5.046,4.281,2018
Armenia,Volume of exports of goods,Percent change,,8.06,21.255,26.302,49.785,19.236,-9.741,20.32,-18.56,2.804,-9.254,-24.83,25.313,8.078,11.579,13.431,9.901,8.676,20.698,16.369,3.069,8.916,5.241,5.292,5.41,5.414,4.969,2018
Armenia,Unemployment rate,Percent of total labor force,,n/a,n/a,38.4,35.3,31.2,31.6,31.2,27.8,28.7,16.4,18.7,19,18.4,17.3,16.2,17.6,18.5,20.201,18.596,18.136,17.912,17.705,17.772,17.672,17.572,17.472,2015
Armenia,Population,Persons,Millions,3.09,3.08,3.06,3.05,3.04,3.03,3.01,3,2.99,2.98,2.97,2.966,2.968,2.97,2.98,2.985,2.99,2.991,2.991,2.991,2.991,2.992,2.992,2.992,2.992,2.993,2015
Armenia,General government revenue,Percent of GDP,,19.334,16.494,17.046,16.744,15.217,15.457,17.895,18.05,20.085,20.479,20.867,21.221,22.088,20.92,22.204,22.048,21.494,21.416,21.224,21.371,22.512,22.733,22.584,22.689,22.753,22.667,2017
Armenia,General government total expenditure,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,19.871,20,22.42,22.236,28.553,26.201,24.964,22.415,23.797,23.991,26.331,27.048,26.006,23.174,25.031,24.728,24.53,24.415,24.432,24.485,2017
Armenia,General government net lending/borrowing,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,-1.976,-1.95,-2.334,-1.757,-7.686,-4.979,-2.876,-1.495,-1.593,-1.943,-4.837,-5.632,-4.782,-1.802,-2.519,-1.995,-1.945,-1.726,-1.679,-1.818,2017
Armenia,General government primary net lending/borrowing,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,-1.517,-1.611,-2.018,-1.465,-7.171,-4.107,-1.944,-0.552,-0.567,-0.666,-3.368,-3.693,-2.632,0.483,-0.119,0.196,0.107,0.261,0.338,0.221,2017
Armenia,General government gross debt,Percent of GDP,,39.191,39.362,37.824,38.105,32.88,26.432,20.467,16.183,14.249,13.118,28.113,27.832,29.387,29.968,31.712,34.974,39.545,47.042,48.29,48.493,47.952,48.198,48.539,49.478,49.962,50.248,2017
Armenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,987.444,1031.338,1175.877,1362.472,1624.643,1907.945,2242.881,2656.19,3149.283,3568.228,3141.651,3460.203,3777.946,4266.461,4555.638,4828.626,5043.633,5067.294,5568.902,6083.375,6583.967,7141.695,7700.34,8314.151,8983.083,9709.179,2017
Armenia,Current account balance,U.S. dollars,Billions,-0.313,-0.302,-0.221,-0.148,-0.174,-0.079,-0.124,-0.153,-0.677,-1.659,-1.426,-1.261,-1.059,-1.058,-0.813,-0.883,-0.272,-0.238,-0.328,-0.765,-0.603,-0.596,-0.627,-0.661,-0.73,-0.76,2018
Armenia,Current account balance,Percent of GDP,,-16.936,-15.781,-10.44,-6.22,-6.181,-2.204,-2.528,-2.395,-7.357,-14.225,-16.484,-13.622,-10.44,-9.962,-7.31,-7.605,-2.581,-2.258,-2.847,-6.16,-4.6,-4.3,-4.3,-4.3,-4.509,-4.45,2017
Aruba,"Gross domestic product, constant prices",Percent change,,1.368,7.604,-2.97,-3.271,1.977,7.909,1.22,1.051,2.034,0.153,-11.334,-3.339,3.505,-1.368,4.165,0.904,-0.448,0.483,2.308,1.2,0.7,0.9,1.1,1.1,1.1,1.1,2017
Aruba,"Gross domestic product, deflator",Index,,98.951,100,105.637,110.393,112.726,115.161,119.017,122.5,129.51,135.746,139.352,137.911,142.104,143.229,139.971,142.448,145.359,142.28,141.861,147.083,148.192,150.836,154.052,157.428,160.916,164.491,2017
Aruba,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,39198.32,41741.252,39955.217,38549.092,38866.064,41053.858,40492.559,40189.374,40702.318,40454.558,35626.774,34350.75,35230.99,34158.089,34976.667,34858.961,34281.483,34033.785,34663.559,34950.576,35074.279,35272.394,35554.334,35847.564,36152.926,36470.276,2017
Aruba,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,2017
Aruba,Gross national savings,Percent of GDP,,26.185,29.193,25.655,22.449,21.46,25.298,24.188,22.899,21.865,22.762,17.803,12.387,12.536,9.456,9.989,13.026,15.466,17.221,17.044,18.203,19.872,19.228,18.487,17.654,16.826,15.808,2017
Aruba,"Inflation, average consumer prices",Index,,79.223,82.431,84.813,87.612,90.815,93.112,96.275,99.75,105.137,114.554,112.109,114.436,119.442,120.159,117.308,117.787,118.354,117.303,116.728,120.796,122.46,124.789,127.376,130.091,132.896,135.769,2017
Aruba,"Inflation, average consumer prices",Percent change,,2.277,4.049,2.89,3.3,3.656,2.529,3.396,3.61,5.4,8.957,-2.134,2.075,4.375,0.6,-2.372,0.408,0.481,-0.888,-0.49,3.485,1.377,1.902,2.073,2.132,2.156,2.162,2017
Aruba,Unemployment rate,Percent of total labor force,,4.793,6.923,6.489,8.131,11.4,9.5,8.8,9.3,5.71,6.9,10.3,10.6,8.879,9.607,7.599,7.451,7.298,7.694,8.923,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2016
Aruba,Population,Persons,Millions,0.09,0.091,0.092,0.092,0.093,0.095,0.098,0.099,0.1,0.101,0.102,0.102,0.103,0.105,0.106,0.108,0.109,0.11,0.111,0.111,0.112,0.112,0.112,0.113,0.113,0.113,2017
Aruba,General government revenue,Percent of GDP,,22.884,22.249,21.405,21.721,27.336,20.961,21.789,22.702,22.088,27.778,24.79,27.668,21.491,22.5,24.747,23.57,26.307,26.672,25.162,26.271,26.83,26.83,26.83,26.83,26.83,26.83,2017
Aruba,General government total expenditure,Percent of GDP,,22.798,21.606,22.229,24.923,25.419,29.593,24.782,25.291,23.159,26.261,27.478,31.247,28.142,31.742,31.144,31.431,27.932,28.312,28.124,28.209,27.669,27.405,27.304,27.158,26.986,26.804,2017
Aruba,General government net lending/borrowing,Percent of GDP,,0.086,0.644,-0.825,-3.203,1.916,-8.632,-2.993,-2.589,-1.071,1.517,-2.688,-3.579,-6.651,-9.242,-6.396,-7.861,-1.625,-1.64,-2.963,-1.937,-0.838,-0.575,-0.474,-0.328,-0.155,0.027,2017
Aruba,General government primary net lending/borrowing,Percent of GDP,,1.539,1.884,0.547,-1.776,3.178,-6.479,-0.97,-0.345,1.213,4.359,-0.085,-0.614,-3.639,-5.923,-2.834,-3.905,2.532,2.959,1.647,2.415,3.676,3.732,3.828,3.927,4.03,4.132,2017
Aruba,General government gross debt,Percent of GDP,,39.288,38.613,43.776,47.582,41.309,43.05,45.654,46.37,45.62,41.743,49.856,56.104,63.887,67.62,74.045,81.586,81.326,84.677,86.042,83.941,83.572,81.949,79.839,77.605,75.251,72.788,2017
Aruba,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,3.084,3.353,3.437,3.475,3.618,3.989,4.172,4.34,4.681,4.914,4.473,4.279,4.564,4.537,4.618,4.743,4.818,4.738,4.834,5.072,5.146,5.285,5.457,5.638,5.826,6.021,2017
Aruba,Current account balance,U.S. dollars,Billions,-0.435,0.207,0.309,-0.34,-0.165,0.278,0.104,0.31,0.256,-0.001,0.172,-0.463,-0.267,0.088,-0.333,-0.136,0.112,0.134,0.028,0.026,0.075,0.064,0.056,0.044,0.032,0.019,2017
Aruba,Current account balance,Percent of GDP,,-25.271,11.063,16.091,-17.527,-8.187,12.463,4.467,12.768,9.807,-0.026,6.897,-19.383,-10.492,3.465,-12.894,-5.149,4.178,5.061,1.028,0.916,2.594,2.184,1.825,1.411,0.975,0.568,2017
Australia,"Gross domestic product, constant prices",Percent change,,4.446,3.038,2.601,4.176,2.671,4.28,2.878,2.819,4.368,2.675,1.884,2.386,2.765,3.875,2.137,2.642,2.461,2.779,2.382,2.811,2.072,2.759,2.762,2.641,2.65,2.638,2018
Australia,"Gross domestic product, deflator",Index,,59.95,62.613,64.794,66.68,68.922,71.146,74.586,78.245,81.734,86.912,87.253,91.897,96.35,95.8,97.074,97.396,96.614,97.629,101.159,103.165,105.463,107.14,109.414,111.909,114.697,117.114,2018
Australia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2011 international dollar,Units,35808.607,36468.785,36943.574,38056.649,38636.081,39849.758,40460.596,40964.007,41962.804,42163.403,42191.766,42600.746,43098.677,43976.478,44203.447,44713.655,45156.35,45640.28,46000.572,46554.634,46776.884,47316.406,47863.747,48360.125,48865.946,49371.141,2018
Australia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,1.127,1.108,1.11,1.124,1.109,1.099,1.079,1.053,1.042,1.04,1.064,1.035,1.021,1.028,1.016,1.008,0.999,0.995,0.982,0.975,0.964,0.957,0.949,0.941,0.932,0.923,2018
Australia,Total investment,Percent of GDP,,26.344,25.019,23.551,25.293,26.826,27.313,27.92,27.168,28.268,28.358,26.988,26.373,26.877,28.473,27.122,26.435,25.892,24.663,24.142,24.154,23.566,23.576,23.633,23.683,23.688,23.744,2018
Australia,Gross national savings,Percent of GDP,,20.598,21.278,21.237,21.52,21.464,21.075,21.805,21.24,21.332,24.095,22.158,23.109,23.792,23.922,23.765,23.278,21.561,20.852,22.03,21.644,21.514,21.443,21.548,21.352,21.303,21.243,2018
Australia,"Inflation, average consumer prices",Index,,68.425,71.475,74.625,76.9,79,80.85,83,85.95,87.975,91.8,93.425,96.1,99.325,101,103.475,106.075,107.675,109.025,111.175,113.375,115.662,118.287,121.271,124.324,127.429,130.604,2018
Australia,"Inflation, average consumer prices",Percent change,,1.408,4.457,4.407,3.049,2.731,2.342,2.659,3.554,2.356,4.348,1.77,2.863,3.356,1.686,2.45,2.513,1.508,1.254,1.972,1.979,2.017,2.269,2.523,2.517,2.498,2.492,2018
Australia,Volume of imports of goods and services,Percent change,,8.365,8.001,-5.041,11.032,11.354,15.206,9.45,8.566,13.08,10.609,-8.11,15.506,11.013,5.544,-2.007,-1.369,1.958,0.141,7.73,4.139,1.254,2.424,2.68,2.89,2.891,2.891,2018
Australia,Volume of Imports of goods,Percent change,,10.348,8.854,-4.622,14.113,12.014,14.35,9.989,9.422,11.702,10.275,-9.625,15.435,10.483,5.485,-3.381,0.051,3.067,0.26,7.703,4.16,1.272,2.472,2.759,3.034,3.034,3.034,2018
Australia,Volume of exports of goods and services,Percent change,,4.724,11.59,3.024,0.783,-1.114,3.702,3.381,3.407,3.406,4.399,1.988,5.717,-0.144,5.412,5.823,6.931,6.535,6.79,3.445,5.011,0.981,2.366,2.881,3.079,3.116,3.102,2018
Australia,Volume of exports of goods,Percent change,,4.522,9.833,3.589,0.745,-1.52,4.031,3.053,2.024,1.87,3.794,3.461,7.596,0.542,6.959,6.281,6.977,5.665,7.069,2.023,4.42,0.403,2.371,2.848,3.032,3.058,3.046,2018
Australia,Unemployment rate,Percent of total labor force,,6.867,6.292,6.775,6.358,5.942,5.383,5.042,4.792,4.375,4.25,5.575,5.208,5.083,5.225,5.658,6.067,6.042,5.717,5.583,5.292,4.793,4.792,4.792,4.788,4.795,4.79,2018
Australia,Population,Persons,Millions,18.919,19.141,19.386,19.605,19.827,20.046,20.312,20.628,21.016,21.476,21.866,22.172,22.522,22.928,23.298,23.64,23.985,24.39,24.775,25.168,25.568,25.974,26.386,26.805,27.23,27.662,2018
Australia,General government revenue,Percent of GDP,,36.967,36.569,35.721,35.202,36.054,36.282,36.393,36.416,35.86,34.01,33.298,31.934,31.862,33.101,33.683,33.912,34.556,34.792,34.938,35.606,35.945,35.97,35.793,35.703,35.57,35.589,2017
Australia,General government total expenditure,Percent of GDP,,36.3,35.315,35.751,35.009,35,34.954,34.681,34.639,34.382,35.112,37.844,37.027,36.299,36.556,36.499,36.832,37.356,37.351,36.428,36.828,37.396,36.636,35.773,35.561,35.569,35.594,2017
